date,NO2,NO2_cleaned,NO2_filled
2024-11-21,4.6749068e-05,4.6749068e-05,4.6749068e-05
2024-11-22,4.5703324e-05,4.5703324e-05,4.5703324e-05
2024-11-23,4.4657576e-05,4.4657576e-05,4.4657576e-05
2024-11-24,4.361183e-05,4.361183e-05,4.361183e-05
2024-11-25,4.2566084e-05,4.2566084e-05,4.2566084e-05
2024-11-26,4.1520336e-05,4.1520336e-05,4.1520336e-05
2024-11-27,4.047459e-05,4.047459e-05,4.047459e-05
2024-11-28,3.9428844e-05,3.9428844e-05,3.9428844e-05
2024-11-29,3.83831e-05,3.83831e-05,3.83831e-05
2024-11-30,3.7337348e-05,3.7337348e-05,3.7337348e-05
2024-12-01,3.6291603e-05,3.6291603e-05,3.6291603e-05
2024-12-02,3.524586e-05,3.524586e-05,3.524586e-05
2024-12-03,3.420011e-05,3.420011e-05,3.420011e-05
2024-12-04,3.338469e-05,3.338469e-05,3.338469e-05
2024-12-05,3.2569267e-05,3.2569267e-05,3.2569267e-05
2024-12-06,3.175384e-05,3.175384e-05,3.175384e-05
2024-12-07,3.0938416e-05,3.0938416e-05,3.0938416e-05
2024-12-08,3.0122992e-05,3.0122992e-05,3.0122992e-05
2024-12-09,2.9307566e-05,2.9307566e-05,2.9307566e-05
2024-12-10,2.8492146e-05,2.8492146e-05,2.8492146e-05
2024-12-11,2.767672e-05,2.767672e-05,2.767672e-05
2024-12-12,2.6861297e-05,2.6861297e-05,2.6861297e-05
2024-12-13,2.6045871e-05,2.6045871e-05,2.6045871e-05
2024-12-14,2.5230449e-05,2.5230449e-05,2.5230449e-05
2024-12-15,2.4415023e-05,2.4415023e-05,2.4415023e-05
2024-12-16,2.35996e-05,2.35996e-05,2.35996e-05
2024-12-17,2.2784176e-05,2.2784176e-05,2.2784176e-05
2024-12-18,2.1968752e-05,2.1968752e-05,2.1968752e-05
2024-12-19,3.0085319e-05,3.0085319e-05,3.0085319e-05
2024-12-20,2.9610832e-05,2.9610832e-05,2.9610832e-05
2024-12-21,2.9136343e-05,2.9136343e-05,2.9136343e-05
2024-12-22,2.759088e-05,2.759088e-05,2.759088e-05
2024-12-23,2.6045418e-05,2.6045418e-05,2.6045418e-05
2024-12-24,2.4499952e-05,2.4499952e-05,2.4499952e-05
2024-12-25,2.2954488e-05,2.2954488e-05,2.2954488e-05
2024-12-26,2.1409023e-05,2.1409023e-05,2.1409023e-05
2024-12-27,1.986356e-05,1.986356e-05,1.986356e-05
2024-12-28,1.8318095e-05,1.8318095e-05,1.8318095e-05
2024-12-29,1.6772632e-05,1.6772632e-05,1.6772632e-05
2024-12-30,1.823323e-05,1.823323e-05,1.823323e-05
2024-12-31,1.9693829e-05,1.9693829e-05,1.9693829e-05
2025-01-01,2.1372265e-05,2.1372265e-05,2.1372265e-05
2025-01-02,2.30507e-05,2.30507e-05,2.30507e-05
2025-01-03,2.4729135e-05,2.4729135e-05,2.4729135e-05
2025-01-04,2.8327231e-05,2.8327231e-05,2.8327231e-05
2025-01-05,3.192532e-05,3.192532e-05,3.192532e-05
2025-01-06,3.552341e-05,3.552341e-05,3.552341e-05
2025-01-07,3.1208176e-05,3.1208176e-05,3.1208176e-05
2025-01-08,2.7353148e-05,2.7353148e-05,2.7353148e-05
2025-01-09,2.3498122e-05,2.3498122e-05,2.3498122e-05
2025-01-10,2.3564058e-05,2.3564058e-05,2.3564058e-05
2025-01-11,2.3629995e-05,2.3629995e-05,2.3629995e-05
2025-01-12,2.3942957e-05,2.3942957e-05,2.3942957e-05
2025-01-13,2.4255924e-05,2.4255924e-05,2.4255924e-05
2025-01-14,2.4568886e-05,2.4568886e-05,2.4568886e-05
2025-01-15,2.4881849e-05,2.4881849e-05,2.4881849e-05
2025-01-16,2.5194815e-05,2.5194815e-05,2.5194815e-05
2025-01-17,2.5205543e-05,2.5205543e-05,2.5205543e-05
2025-01-18,2.6890231e-05,2.6890231e-05,2.6890231e-05
2025-01-19,2.857492e-05,2.857492e-05,2.857492e-05
2025-01-20,2.8950906e-05,2.8950906e-05,2.8950906e-05
2025-01-21,2.9326895e-05,2.9326895e-05,2.9326895e-05
2025-01-22,2.9702882e-05,2.9702882e-05,2.9702882e-05
2025-01-23,3.0078867e-05,3.0078867e-05,3.0078867e-05
2025-01-24,3.0454856e-05,3.0454856e-05,3.0454856e-05
2025-01-25,3.083084e-05,3.083084e-05,3.083084e-05
2025-01-26,3.032797e-05,3.032797e-05,3.032797e-05
2025-01-27,2.9825094e-05,2.9825094e-05,2.9825094e-05
2025-01-28,2.9322222e-05,2.9322222e-05,2.9322222e-05
2025-01-29,2.881935e-05,2.881935e-05,2.881935e-05
2025-01-30,2.8651725666666667e-05,,
2025-01-31,2.8484101333333333e-05,,
2025-02-01,2.8316477e-05,2.8316477e-05,2.8316477e-05
2025-02-02,2.7813603e-05,2.7813603e-05,2.7813603e-05
2025-02-03,2.731073e-05,2.731073e-05,2.731073e-05
2025-02-04,2.6807858e-05,2.6807858e-05,2.6807858e-05
2025-02-05,2.6304986e-05,2.6304986e-05,2.6304986e-05
2025-02-06,2.5802114e-05,2.5802114e-05,2.5802114e-05
2025-02-07,2.8486285e-05,2.8486285e-05,2.8486285e-05
2025-02-08,2.8176311e-05,2.8176311e-05,2.8176311e-05
2025-02-09,2.7866332e-05,2.7866332e-05,2.7866332e-05
2025-02-10,2.7556358e-05,2.7556358e-05,2.7556358e-05
2025-02-11,2.7246382e-05,2.7246382e-05,2.7246382e-05
2025-02-12,2.7811391e-05,2.7811391e-05,2.7811391e-05
2025-02-13,2.8376402e-05,2.8376402e-05,2.8376402e-05
2025-02-14,2.8941411e-05,2.8941411e-05,2.8941411e-05
2025-02-15,2.950642e-05,2.950642e-05,2.950642e-05
2025-02-16,3.0071425e-05,3.0071425e-05,3.0071425e-05
2025-02-17,2.9250356e-05,2.9250356e-05,2.9250356e-05
2025-02-18,2.8429284e-05,2.8429284e-05,2.8429284e-05
2025-02-19,2.895662e-05,2.895662e-05,2.895662e-05
2025-02-20,2.9131867e-05,2.9131867e-05,2.9131867e-05
2025-02-21,2.9307112e-05,2.9307112e-05,2.9307112e-05
2025-02-22,2.9482355e-05,2.9482355e-05,2.9482355e-05
2025-02-23,2.9657598e-05,2.9657598e-05,2.9657598e-05
2025-02-24,2.9832845e-05,2.9832845e-05,2.9832845e-05
2025-02-25,3.0008094e-05,3.0008094e-05,3.0008094e-05
2025-02-26,3.07957e-05,3.07957e-05,3.07957e-05
2025-02-27,3.1583313e-05,3.1583313e-05,3.1583313e-05
2025-02-28,3.2460175e-05,3.2460175e-05,3.2460175e-05
2025-03-01,3.3337037e-05,3.3337037e-05,3.3337037e-05
2025-03-02,3.295228e-05,3.295228e-05,3.295228e-05
2025-03-03,3.7768063e-05,3.7768063e-05,3.7768063e-05
2025-03-04,3.8232112e-05,3.8232112e-05,3.8232112e-05
2025-03-05,3.466308e-05,3.466308e-05,3.466308e-05
2025-03-06,3.1094052e-05,3.1094052e-05,3.1094052e-05
2025-03-07,3.027052e-05,3.027052e-05,3.027052e-05
2025-03-08,2.9446986e-05,2.9446986e-05,2.9446986e-05
2025-03-09,2.8623459e-05,2.8623459e-05,2.8623459e-05
2025-03-10,2.9349425e-05,2.9349425e-05,2.9349425e-05
2025-03-11,3.0075395e-05,3.0075395e-05,3.0075395e-05
2025-03-12,2.5857851e-05,2.5857851e-05,2.5857851e-05
2025-03-13,2.4716797e-05,2.4716797e-05,2.4716797e-05
2025-03-14,2.3575742e-05,2.3575742e-05,2.3575742e-05
2025-03-15,2.2434688e-05,2.2434688e-05,2.2434688e-05
2025-03-16,2.1293632e-05,2.1293632e-05,2.1293632e-05
2025-03-17,2.0152576e-05,2.0152576e-05,2.0152576e-05
2025-03-18,1.901152e-05,1.901152e-05,1.901152e-05
2025-03-19,1.9780759e-05,1.9780759e-05,1.9780759e-05
2025-03-20,2.0549995e-05,2.0549995e-05,2.0549995e-05
2025-03-21,2.1679241e-05,2.1679241e-05,2.1679241e-05
2025-03-22,2.1614931e-05,2.1614931e-05,2.1614931e-05
2025-03-23,2.1550622e-05,2.1550622e-05,2.1550622e-05
2025-03-24,2.3065464e-05,2.3065464e-05,2.3065464e-05
2025-03-25,2.4580306e-05,2.4580306e-05,2.4580306e-05
2025-03-26,2.827093e-05,2.827093e-05,2.827093e-05
2025-03-27,3.1565272e-05,3.1565272e-05,3.1565272e-05
2025-03-28,2.8424438e-05,2.8424438e-05,2.8424438e-05
2025-03-29,2.52836e-05,2.52836e-05,2.52836e-05
2025-03-30,2.2142769e-05,2.2142769e-05,2.2142769e-05
2025-03-31,1.9001931e-05,1.9001931e-05,1.9001931e-05
2025-04-01,1.9744684e-05,1.9744684e-05,1.9744684e-05
2025-04-02,1.7873781e-05,1.7873781e-05,1.7873781e-05
2025-04-03,1.6672164e-05,1.6672164e-05,1.6672164e-05
2025-04-04,1.6115464e-05,1.6115464e-05,1.6115464e-05
2025-04-05,2.2514858e-05,2.2514858e-05,2.2514858e-05
2025-04-06,2.7810085e-05,2.7810085e-05,2.7810085e-05
2025-04-07,2.8584738e-05,2.8584738e-05,2.8584738e-05
2025-04-08,2.7605241e-05,2.7605241e-05,2.7605241e-05
2025-04-09,2.662575e-05,2.662575e-05,2.662575e-05
2025-04-10,2.5646257e-05,2.5646257e-05,2.5646257e-05
2025-04-11,2.4666766e-05,2.4666766e-05,2.4666766e-05
2025-04-12,2.3687271e-05,2.3687271e-05,2.3687271e-05
2025-04-13,2.5538862e-05,2.5538862e-05,2.5538862e-05
2025-04-14,2.739045e-05,2.739045e-05,2.739045e-05
2025-04-15,2.9242041e-05,2.9242041e-05,2.9242041e-05
2025-04-16,3.1093627e-05,3.1093627e-05,3.1093627e-05
2025-04-17,3.2945216e-05,3.2945216e-05,3.2945216e-05
2025-04-18,3.4796805e-05,3.4796805e-05,3.4796805e-05
2025-04-19,3.6648395e-05,3.6648395e-05,3.6648395e-05
2025-04-20,3.378608e-05,3.378608e-05,3.378608e-05
2025-04-21,3.0923766e-05,3.0923766e-05,3.0923766e-05
2025-04-22,2.8061448e-05,2.8061448e-05,2.8061448e-05
2025-04-23,3.421221e-05,3.421221e-05,3.421221e-05
2025-04-24,4.02867e-05,4.02867e-05,4.02867e-05
2025-04-25,4.1794425e-05,4.1794425e-05,4.1794425e-05
2025-04-26,4.330215e-05,4.330215e-05,4.330215e-05
2025-04-27,2.9317504e-05,2.9317504e-05,2.9317504e-05
2025-04-28,2.3231267e-05,2.3231267e-05,2.3231267e-05
2025-04-29,3.3841563e-05,3.3841563e-05,3.3841563e-05
2025-04-30,3.320115e-05,3.320115e-05,3.320115e-05
2025-05-01,3.2560747e-05,3.2560747e-05,3.2560747e-05
2025-05-02,3.192034e-05,3.192034e-05,3.192034e-05
2025-05-03,2.8672932e-05,2.8672932e-05,2.8672932e-05
2025-05-04,3.5099045e-05,3.5099045e-05,3.5099045e-05
2025-05-05,3.7363105e-05,3.7363105e-05,3.7363105e-05
2025-05-06,3.7608737e-05,3.7608737e-05,3.7608737e-05
2025-05-07,3.7854374e-05,3.7854374e-05,3.7854374e-05
2025-05-08,3.810001e-05,3.810001e-05,3.810001e-05
2025-05-09,3.8345635e-05,3.8345635e-05,3.8345635e-05
2025-05-10,3.859127e-05,3.859127e-05,3.859127e-05
2025-05-11,3.409299e-05,3.409299e-05,3.409299e-05
2025-05-12,3.6110665e-05,3.6110665e-05,3.6110665e-05
2025-05-13,3.8128335e-05,3.8128335e-05,3.8128335e-05
2025-05-14,3.0799303e-05,3.0799303e-05,3.0799303e-05
2025-05-15,3.0932664e-05,3.0932664e-05,3.0932664e-05
2025-05-16,3.106602e-05,3.106602e-05,3.106602e-05
2025-05-17,3.119938e-05,3.119938e-05,3.119938e-05
2025-05-18,2.2469701e-05,2.2469701e-05,2.2469701e-05
2025-05-19,2.3977242e-05,2.3977242e-05,2.3977242e-05
2025-05-20,2.5484778e-05,2.5484778e-05,2.5484778e-05
2025-05-21,2.6465517e-05,2.6465517e-05,2.6465517e-05
2025-05-22,2.7446255e-05,2.7446255e-05,2.7446255e-05
2025-05-23,2.8426992e-05,2.8426992e-05,2.8426992e-05
2025-05-24,2.9407725e-05,2.9407725e-05,2.9407725e-05
2025-05-25,2.4870209e-05,2.4870209e-05,2.4870209e-05
2025-05-26,2.5008509e-05,2.5008509e-05,2.5008509e-05
2025-05-27,2.5146808e-05,2.5146808e-05,2.5146808e-05
2025-05-28,2.5285111e-05,2.5285111e-05,2.5285111e-05
2025-05-29,2.5423413e-05,2.5423413e-05,2.5423413e-05
2025-05-30,3.4749955e-05,3.4749955e-05,3.4749955e-05
2025-05-31,3.8016246e-05,3.8016246e-05,3.8016246e-05
2025-06-01,4.1282525e-05,4.1282525e-05,4.1282525e-05
2025-06-02,4.454881e-05,4.454881e-05,4.454881e-05
2025-06-03,3.533147e-05,3.533147e-05,3.533147e-05
2025-06-04,3.087803e-05,3.087803e-05,3.087803e-05
2025-06-05,2.6424585e-05,2.6424585e-05,2.6424585e-05
2025-06-06,3.0969826e-05,3.0969826e-05,3.0969826e-05
2025-06-07,3.3455635e-05,3.3455635e-05,3.3455635e-05
2025-06-08,3.5941444e-05,3.5941444e-05,3.5941444e-05
2025-06-09,3.8427257e-05,3.8427257e-05,3.8427257e-05
2025-06-10,3.9638042e-05,3.9638042e-05,3.9638042e-05
2025-06-11,4.1281957e-05,4.1281957e-05,4.1281957e-05
2025-06-12,4.632524e-05,4.632524e-05,4.632524e-05
2025-06-13,4.001645e-05,4.001645e-05,4.001645e-05
2025-06-14,3.3707667e-05,3.3707667e-05,3.3707667e-05
2025-06-15,3.2926207e-05,3.2926207e-05,3.2926207e-05
2025-06-16,3.2249085e-05,3.2249085e-05,3.2249085e-05
2025-06-17,3.157196e-05,3.157196e-05,3.157196e-05
2025-06-18,3.164938e-05,3.164938e-05,3.164938e-05
2025-06-19,3.4562225e-05,3.4562225e-05,3.4562225e-05
2025-06-20,3.356948e-05,3.356948e-05,3.356948e-05
2025-06-21,3.2576725e-05,3.2576725e-05,3.2576725e-05
2025-06-22,3.1583975e-05,3.1583975e-05,3.1583975e-05
2025-06-23,3.0591225e-05,3.0591225e-05,3.0591225e-05
2025-06-24,2.9598476e-05,2.9598476e-05,2.9598476e-05
2025-06-25,3.7193277e-05,3.7193277e-05,3.7193277e-05
2025-06-26,3.7294274e-05,3.7294274e-05,3.7294274e-05
2025-06-27,3.739528e-05,3.739528e-05,3.739528e-05
2025-06-28,3.7333153e-05,3.7333153e-05,3.7333153e-05
2025-06-29,3.7271027e-05,3.7271027e-05,3.7271027e-05
2025-06-30,3.720891e-05,3.720891e-05,3.720891e-05
2025-07-01,3.600451e-05,3.600451e-05,3.600451e-05
2025-07-02,3.3005414e-05,3.3005414e-05,3.3005414e-05
2025-07-03,3.0337189e-05,3.0337189e-05,3.0337189e-05
2025-07-04,2.7668966e-05,2.7668966e-05,2.7668966e-05
2025-07-05,2.9562158e-05,2.9562158e-05,2.9562158e-05
2025-07-06,3.1455354e-05,3.1455354e-05,3.1455354e-05
2025-07-07,3.334855e-05,3.334855e-05,3.334855e-05
2025-07-08,3.5241745e-05,3.5241745e-05,3.5241745e-05
2025-07-09,3.713494e-05,3.713494e-05,3.713494e-05
2025-07-10,3.8468446e-05,3.8468446e-05,3.8468446e-05
2025-07-11,3.873262e-05,3.873262e-05,3.873262e-05
2025-07-12,3.899679e-05,3.899679e-05,3.899679e-05
2025-07-13,3.9260965e-05,3.9260965e-05,3.9260965e-05
2025-07-14,3.952514e-05,3.952514e-05,3.952514e-05
2025-07-15,3.83392e-05,3.83392e-05,3.83392e-05
2025-07-16,3.7153266e-05,3.7153266e-05,3.7153266e-05
2025-07-17,3.1130658e-05,3.1130658e-05,3.1130658e-05
2025-07-18,2.7876173e-05,2.7876173e-05,2.7876173e-05
2025-07-19,3.391045e-05,3.391045e-05,3.391045e-05
2025-07-20,4.339211e-05,4.339211e-05,4.339211e-05
2025-07-21,4.1598865e-05,4.1598865e-05,4.1598865e-05
2025-07-22,4.6970683e-05,4.6970683e-05,4.6970683e-05
2025-07-23,4.5562192e-05,4.5562192e-05,4.5562192e-05
2025-07-24,4.196636e-05,4.196636e-05,4.196636e-05
2025-07-25,3.837053e-05,3.837053e-05,3.837053e-05
2025-07-26,3.9844806e-05,3.9844806e-05,3.9844806e-05
2025-07-27,4.1988922e-05,4.1988922e-05,4.1988922e-05
2025-07-28,3.7011956e-05,3.7011956e-05,3.7011956e-05
2025-07-29,3.593739e-05,3.593739e-05,3.593739e-05
2025-07-30,3.4862827e-05,3.4862827e-05,3.4862827e-05
2025-07-31,3.3788263e-05,3.3788263e-05,3.3788263e-05
2025-08-01,3.27137e-05,3.27137e-05,3.27137e-05
2025-08-02,3.5586316e-05,3.5586316e-05,3.5586316e-05
2025-08-03,3.8287537e-05,3.8287537e-05,3.8287537e-05
2025-08-04,4.0988747e-05,4.0988747e-05,4.0988747e-05
2025-08-05,4.368996e-05,4.368996e-05,4.368996e-05
2025-08-06,4.6391175e-05,4.6391175e-05,4.6391175e-05
2025-08-07,4.0469913e-05,4.0469913e-05,4.0469913e-05
2025-08-08,4.055893e-05,4.055893e-05,4.055893e-05
2025-08-09,4.2560678e-05,4.2560678e-05,4.2560678e-05
2025-08-10,4.2920627e-05,4.2920627e-05,4.2920627e-05
2025-08-11,4.3280572e-05,4.3280572e-05,4.3280572e-05
2025-08-12,4.3644854e-05,4.3644854e-05,4.3644854e-05
2025-08-13,4.3787448e-05,4.3787448e-05,4.3787448e-05
2025-08-14,4.3379332e-05,4.3379332e-05,4.3379332e-05
2025-08-15,4.2971224e-05,4.2971224e-05,4.2971224e-05
2025-08-16,4.712456e-05,4.712456e-05,4.712456e-05
2025-08-17,4.442555e-05,4.442555e-05,4.442555e-05
2025-08-18,4.476492e-05,4.476492e-05,4.476492e-05
2025-08-19,4.501418e-05,4.501418e-05,4.501418e-05
2025-08-20,4.526344e-05,4.526344e-05,4.526344e-05
2025-08-21,4.55127e-05,4.55127e-05,4.55127e-05
2025-08-22,3.274521e-05,3.274521e-05,3.274521e-05
2025-08-23,4.1608542e-05,4.1608542e-05,4.1608542e-05
2025-08-24,3.5447018e-05,3.5447018e-05,3.5447018e-05
2025-08-25,3.1534026e-05,3.1534026e-05,3.1534026e-05
2025-08-26,4.135229e-05,4.135229e-05,4.135229e-05
2025-08-27,3.2362455e-05,3.2362455e-05,3.2362455e-05
2025-08-28,2.9015546e-05,2.9015546e-05,2.9015546e-05
2025-08-29,2.9766108e-05,2.9766108e-05,2.9766108e-05
2025-08-30,3.0516667e-05,3.0516667e-05,3.0516667e-05
2025-08-31,3.0536463e-05,3.0536463e-05,3.0536463e-05
2025-09-01,3.0362284e-05,3.0362284e-05,3.0362284e-05
2025-09-02,2.3714414e-05,2.3714414e-05,2.3714414e-05
2025-09-03,3.239109e-05,3.239109e-05,3.239109e-05
2025-09-04,3.5506233e-05,3.5506233e-05,3.5506233e-05
2025-09-05,3.7110112e-05,3.7110112e-05,3.7110112e-05
2025-09-06,3.805665e-05,3.805665e-05,3.805665e-05
2025-09-07,3.876266e-05,3.876266e-05,3.876266e-05
2025-09-08,3.9468676e-05,3.9468676e-05,3.9468676e-05
2025-09-09,4.0174687e-05,4.0174687e-05,4.0174687e-05
2025-09-10,4.0880703e-05,4.0880703e-05,4.0880703e-05
2025-09-11,4.1586714e-05,4.1586714e-05,4.1586714e-05
2025-09-12,4.272595e-05,4.272595e-05,4.272595e-05
2025-09-13,4.0713257e-05,4.0713257e-05,4.0713257e-05
2025-09-14,3.511425e-05,3.511425e-05,3.511425e-05
2025-09-15,3.4876608e-05,3.4876608e-05,3.4876608e-05
2025-09-16,3.481084e-05,3.481084e-05,3.481084e-05
2025-09-17,3.474507e-05,3.474507e-05,3.474507e-05
2025-09-18,3.176e-05,3.176e-05,3.176e-05
2025-09-19,2.8774928e-05,2.8774928e-05,2.8774928e-05
2025-09-20,2.8090108e-05,2.8090108e-05,2.8090108e-05
2025-09-21,3.709756e-05,3.709756e-05,3.709756e-05
2025-09-22,4.4108136e-05,4.4108136e-05,4.4108136e-05
2025-09-23,3.9952858e-05,3.9952858e-05,3.9952858e-05
2025-09-24,4.1695792e-05,4.1695792e-05,4.1695792e-05
2025-09-25,3.564987e-05,3.564987e-05,3.564987e-05
2025-09-26,4.3605618e-05,4.3605618e-05,4.3605618e-05
2025-09-27,5.156137e-05,5.156137e-05,5.156137e-05
2025-09-28,1.7101385e-05,1.7101385e-05,1.7101385e-05
2025-09-29,2.5685518e-05,2.5685518e-05,2.5685518e-05
2025-09-30,3.426965e-05,3.426965e-05,3.426965e-05
